Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Mental Illness,Value
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Mood.Anxiety,14338
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Mood.Anxiety,258830
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep apnea,Mood.Anxiety,168212
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep disturbance - Other,Mood.Anxiety,167523
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Malaise and fatigue,Mood.Anxiety,36620
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Syncope,Mood.Anxiety,21842
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Abdominal pain,Mood.Anxiety,66591
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Mood.Anxiety,88683
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Allergies and urticaria,Mood.Anxiety,26762
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Edema,Mood.Anxiety,35909
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Symptoms - Other,Mood.Anxiety,57127
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use Disorder,Mood.Anxiety,260718
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use History,Mood.Anxiety,32457
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Poisoning,Mood.Anxiety,6955
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Mood.Anxiety,125822
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,Mood.Anxiety,28755
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Housing insufficiency,Mood.Anxiety,71423
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Psychosocial factors - Other,Mood.Anxiety,158752
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Residual Codes,Mood.Anxiety,203083
Serious Mental Illness,A. Socio-demographic Characteristics,A1. Distribution of SMI among FY13 Veteran VHA Patients,SMI (Overall),Overall,,Overall,Other.Mental.Health,68220
Serious Mental Illness,A. Socio-demographic Characteristics,"A2. Distribution of SMI among FY13 Veteran VHA Patients by Sex, FY13",SMI by Sex,Sex,,F,Other.Mental.Health,6679
Serious Mental Illness,A. Socio-demographic Characteristics,"A2. Distribution of SMI among FY13 Veteran VHA Patients by Sex, FY13",SMI by Sex,Sex,,M,Other.Mental.Health,61540
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,18-44,Other.Mental.Health,21884
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,45-64,Other.Mental.Health,26990
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,65+,Other.Mental.Health,19344
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,AI/AN,Other.Mental.Health,394
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Asian,Other.Mental.Health,671
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Black/African American,Other.Mental.Health,11997
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,NH/OPI,Other.Mental.Health,477
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,White,Other.Mental.Health,46598
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Hispanic,Other.Mental.Health,4862
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Multi-race,Other.Mental.Health,516
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Unknown,Other.Mental.Health,2705
Serious Mental Illness,A. Socio-demographic Characteristics,"A5. Distribution of SMI among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",SMI by Rural/Urban Status,Geography,,Highly Rural,Other.Mental.Health,670
Serious Mental Illness,A. Socio-demographic Characteristics,"A5. Distribution of SMI among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",SMI by Rural/Urban Status,Geography,,Other Rural,Other.Mental.Health,20758
Serious Mental Illness,A. Socio-demographic Characteristics,"A5. Distribution of SMI among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",SMI by Rural/Urban Status,Geography,,Urban,Other.Mental.Health,46521
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,No SC,Other.Mental.Health,35736
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,SC 0-49,Other.Mental.Health,17926
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,SC 50-99,Other.Mental.Health,11532
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,SC 100,Other.Mental.Health,2973
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,Other.Mental.Health,165
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,Other.Mental.Health,1852
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,Other.Mental.Health,2988
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,Other.Mental.Health,9762
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,Other.Mental.Health,16860
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,Other.Mental.Health,36593
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,Other.Mental.Health,6178
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,Other.Mental.Health,17804
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,Other.Mental.Health,15151
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,Other.Mental.Health,20621
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,Other.Mental.Health,6679
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,Other.Mental.Health,1787
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,Other.Mental.Health,32593
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,Other.Mental.Health,14585
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,Other.Mental.Health,7427
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,Other.Mental.Health,8503
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,Other.Mental.Health,3591
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,Other.Mental.Health,1521
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,Other.Mental.Health,52584
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,Other.Mental.Health,8664
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,Other.Mental.Health,3393
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,Other.Mental.Health,2904
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,Other.Mental.Health,608
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,Other.Mental.Health,67
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,0 encounters,Other.Mental.Health,23529
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,1 encounter,Other.Mental.Health,13441
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,2 encounters,Other.Mental.Health,8485
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,Other.Mental.Health,12241
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,Other.Mental.Health,6851
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,12+ encounters,Other.Mental.Health,3673
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,Other.Mental.Health,55169
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,Other.Mental.Health,2152
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,Other.Mental.Health,1820
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,Other.Mental.Health,2454
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,Other.Mental.Health,1872
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,Other.Mental.Health,4753
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,INFECTIOUS DISEASE,Other.Mental.Health,17296
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,ENDOCRINE/METABOLIC/NUTRITIONAL,Other.Mental.Health,40663
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,CARDIOVASCULAR,Other.Mental.Health,36427
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,RESPIRATORY,Other.Mental.Health,20617
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,GASTROINTESTINAL,Other.Mental.Health,25025
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,URINARY,Other.Mental.Health,11214
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,REPRODUCTIVE HEALTH,Other.Mental.Health,17174
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,BREAST,Other.Mental.Health,785
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,CANCER,Other.Mental.Health,6248
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,HEMATOLOGIC/IMMUNOLOGIC,Other.Mental.Health,6993
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,MUSCULOSKELETAL,Other.Mental.Health,40034
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,NEUROLOGIC,Other.Mental.Health,20255
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,MENTAL HEALTH/SUD,Other.Mental.Health,68220
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,SENSE ORGAN,Other.Mental.Health,27965
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,DENTAL,Other.Mental.Health,5911
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,DERMATOLOGIC,Other.Mental.Health,16884
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,OTHER,Other.Mental.Health,41565
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS,Other.Mental.Health,366
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,Other.Mental.Health,119
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,Other.Mental.Health,4889
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,Other.Mental.Health,3049
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,Other.Mental.Health,13360
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,Other.Mental.Health,28301
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,Other.Mental.Health,13035
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders,Other.Mental.Health,4346
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,Other.Mental.Health,715
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,Other.Mental.Health,3434
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",Other.Mental.Health,8596
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,Other.Mental.Health,2739
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Hypertension,Other.Mental.Health,29880
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Chest Pain/Angina,Other.Mental.Health,3865
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Acute MI,Other.Mental.Health,443
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Coronary Artery Disease,Other.Mental.Health,8184
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Heart Failure,Other.Mental.Health,3060
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Valvular Disease,Other.Mental.Health,1689
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Atrial Fibrillation/Flutter,Other.Mental.Health,2819
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,Other.Mental.Health,3683
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,Other.Mental.Health,916
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,Other.Mental.Health,2555
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,Other.Mental.Health,1522
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,Other.Mental.Health,737
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,Other.Mental.Health,1068
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,Other.Mental.Health,3913
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,Other.Mental.Health,3134
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,Other.Mental.Health,5327
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Asthma,Other.Mental.Health,2679
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Sarcoidosis,Other.Mental.Health,164
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Pneumonia,Other.Mental.Health,1129
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,Other.Mental.Health,5663
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis,Other.Mental.Health,6751
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms",Other.Mental.Health,5179
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other,Other.Mental.Health,3864
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders,Other.Mental.Health,12380
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting,Other.Mental.Health,932
